Submission Date,D-1. Cinsiyetiniz Nedir?,D-2. Yaşınız nedir?,D-3. Hangi üniversitede okuyorsunuz?,D-4. Kümülatif ortalamanız nedir?,D-5. Okuduğunuz bölüm hangi fakülteye bağlıdır?,D-6. Kaçıncı sınıfsınız?,D-7. Eğitiminiz esnasında geçiminizi sağlayan kişi(ler) kimdir?                           (Birden fazla seçenek seçebilirsiniz.),D-8. Eğitiminiz esnasında geçiminize en çok katkı sağlayan kişinin meslek grubu nedir?,D-9. Hangi şehirde yaşıyorsunuz?,D-10. Herhangi bir yerde kısmi zamanlı ya da tam zamanlı çalışıyor musunuz?,D-11. Aylık toplam geliriniz kaç ₺'dir?,B-1. Eğitiminizi gördüğünüz sırada nerede yaşıyorsunuz?,B-2. Yaşadığınız yerde kaç kişi kalıyorsunuz?,B-3. Aylık barınma masrafınız kaç ₺'dir?,G-1. Burs ve kredi durumunuz nedir?,G-1.2. Bursunuzu nereden alıyorsunuz? (Birden fazla seçenek seçebiilirsiniz.),"Y-1. Aylık beslenme ihtiyacınızı nasıl karşıladığınızı derecelendiriniz.                        (1: Hiçbir zaman, 5: Her zaman) >> Okul yemekhanesini kullanıyorum","Y-1. Aylık beslenme ihtiyacınızı nasıl karşıladığınızı derecelendiriniz.                        (1: Hiçbir zaman, 5: Her zaman) >> Dışardan yiyorum","Y-1. Aylık beslenme ihtiyacınızı nasıl karşıladığınızı derecelendiriniz.                        (1: Hiçbir zaman, 5: Her zaman) >> Kendi yemeğimi hazırlıyorum","Y-1. Aylık beslenme ihtiyacınızı nasıl karşıladığınızı derecelendiriniz.                        (1: Hiçbir zaman, 5: Her zaman) >> Aile/Akraba evinde yiyorum","Y-1. Aylık beslenme ihtiyacınızı nasıl karşıladığınızı derecelendiriniz.                        (1: Hiçbir zaman, 5: Her zaman) >> Ücretsiz yemek olan yerlerde yiyorum","Y-2. Hangi besin ağırlıklı beslendiğinizi derecelendiriniz.                                            (1: Hiçbir zaman, 5: Her zaman) >> Et/Balık","Y-2. Hangi besin ağırlıklı beslendiğinizi derecelendiriniz.                                            (1: Hiçbir zaman, 5: Her zaman) >> Makarna/Hamur işi","Y-2. Hangi besin ağırlıklı beslendiğinizi derecelendiriniz.                                            (1: Hiçbir zaman, 5: Her zaman) >> Fast Food","Y-2. Hangi besin ağırlıklı beslendiğinizi derecelendiriniz.                                            (1: Hiçbir zaman, 5: Her zaman) >> Tahıl","Y-2. Hangi besin ağırlıklı beslendiğinizi derecelendiriniz.                                            (1: Hiçbir zaman, 5: Her zaman) >> Süt ve süt ürünleri","Y-2. Hangi besin ağırlıklı beslendiğinizi derecelendiriniz.                                            (1: Hiçbir zaman, 5: Her zaman) >> Sebze","Y-2. Hangi besin ağırlıklı beslendiğinizi derecelendiriniz.                                            (1: Hiçbir zaman, 5: Her zaman) >> Meyve","Y-3. Yeme düzeninizle ilgili soruları derecelendiriniz                                                    (1: Hiçbir zaman, 5: Her zaman) >> Yeterli miktarda besleniyorum","Y-3. Yeme düzeninizle ilgili soruları derecelendiriniz                                                    (1: Hiçbir zaman, 5: Her zaman) >> Yediğim yemekleri kaliteli buluyorum","Y-3. Yeme düzeninizle ilgili soruları derecelendiriniz                                                    (1: Hiçbir zaman, 5: Her zaman) >> Yeterli miktarda protein alıyorum","Y-3. Yeme düzeninizle ilgili soruları derecelendiriniz                                                    (1: Hiçbir zaman, 5: Her zaman) >> Yeterli miktarda vitamin alıyorum","Y-3. Yeme düzeninizle ilgili soruları derecelendiriniz                                                    (1: Hiçbir zaman, 5: Her zaman) >> Sağlıklı olan yerine ucuz olanı tercih ediyorum",Y-4. Aylık ortalama yemek masrafınız kaç ₺'dir?,U-1. Ulaşımınızı nasıl sağlıyorsunuz? (Birden fazla seçenek seçebilirsiniz.),U-2. Aylık ortalama ulaşım masrafınız kaç ₺'dir?,A-1. Sigara kullanıyor musunuz?,A-1.1 Aylık sigara masrafınız kaç ₺'dir ?,A-2. Alkol kullanıyor musunuz?,A-2.1 Aylık alkol masrafınız kaç ₺'dir ?,E-1. Derslerinizle ilgili almanız gereken kitapları en çok hangi şekilde temin ediyorsunuz? (Birden fazla seçenek seçebilirsiniz.),"S-1. Herhangi bir spor (yürüyüş, koşu, fitness, yoga vb.) yapıyor musunuz?",S-1.1. Sporunuzu nerede yapıyorsunuz? (Birden fazla seçenek seçebilirsiniz.),S-1.2 Aylık ortalama spor masrafınız kaç ₺'dir ?,K-1. Herhangi bir kültürel etkinliğe katılır mısınız?,K-1.1 Hangi tür kültürel etkinliklere katılırsınız?                                                      (Birden fazla seçenek seçebilirsiniz.),K-1.2 Ayda ortalama kaç kere kültürel etkinliklere katılırsınız?,K-1.3 Aylık ortalama kültürel etkinlik masrafınız kaç ₺'dir ?,K-2. Dizi/Film/Müzik için hangilerini tercih ediyorsunuz?                                    (Birden fazla seçenek seçebilirsiniz.),K-2.1 Ücretli siteler için yaptığınız aylık ortalama ödeme tutarı kaç ₺'dir ?,G-1. Aylık ortalama giyim alışverişi masrafınız kaç ₺'dir ?,"G-2. Giyim alışverişi yaparken kullandığınız yerleri ve yöntemleri derecelendiriniz. (1: Hiçbir zaman,5: Her zaman) >> Online alışveriş siteleri","G-2. Giyim alışverişi yaparken kullandığınız yerleri ve yöntemleri derecelendiriniz. (1: Hiçbir zaman,5: Her zaman) >> Alışveriş Merkezleri","G-2. Giyim alışverişi yaparken kullandığınız yerleri ve yöntemleri derecelendiriniz. (1: Hiçbir zaman,5: Her zaman) >> Pazarlar","G-2. Giyim alışverişi yaparken kullandığınız yerleri ve yöntemleri derecelendiriniz. (1: Hiçbir zaman,5: Her zaman) >> 2.el mağazalar","G-2. Giyim alışverişi yaparken kullandığınız yerleri ve yöntemleri derecelendiriniz. (1: Hiçbir zaman,5: Her zaman) >> Yerel mağazalar (butik vs.)","G-2. Giyim alışverişi yaparken kullandığınız yerleri ve yöntemleri derecelendiriniz. (1: Hiçbir zaman,5: Her zaman) >> Alışveriş yaparken pazarlık yapıyorum","G-2. Giyim alışverişi yaparken kullandığınız yerleri ve yöntemleri derecelendiriniz. (1: Hiçbir zaman,5: Her zaman) >> Kazandığım kuponlar ve indirimlerin alışveriş yapmama etkisi vardır",F-1. Kredi kartı kullanıyor musunuz?,F-1.1. Kaç adet kredi kartınız var?,F-1.2 Aylık ortalama kredi kartı masrafınız kaç ₺'dir ?,F-1.3. Kredi kartı borcunuzu her ay düzenli ödeyebiliyor musunuz?,F-2. Ekonomik durumunuzdan dolayı okulu bırakmayı düşündünüz mü?,F-2.1. Okulu bırakmayı düşündüyseniz ne sıklıkta düşündünüz?,"F-3. Gelir durumunuzun aşağıdaki göstergeler üzerinde etkisini derecelendiriniz.               (1: Hiçbir zaman,5: Her zaman) >> Yediğiniz yemeklerin türü","F-3. Gelir durumunuzun aşağıdaki göstergeler üzerinde etkisini derecelendiriniz.               (1: Hiçbir zaman,5: Her zaman) >> Yediğiniz yemeklerin kalitesi","F-3. Gelir durumunuzun aşağıdaki göstergeler üzerinde etkisini derecelendiriniz.               (1: Hiçbir zaman,5: Her zaman) >> Ulaşım tercihi","F-3. Gelir durumunuzun aşağıdaki göstergeler üzerinde etkisini derecelendiriniz.               (1: Hiçbir zaman,5: Her zaman) >> Sigara ve Alkol tüketimi","F-3. Gelir durumunuzun aşağıdaki göstergeler üzerinde etkisini derecelendiriniz.               (1: Hiçbir zaman,5: Her zaman) >> Spor yapma","F-3. Gelir durumunuzun aşağıdaki göstergeler üzerinde etkisini derecelendiriniz.               (1: Hiçbir zaman,5: Her zaman) >> Kültürel ve Sosyal etkinliklere katılma","F-3. Gelir durumunuzun aşağıdaki göstergeler üzerinde etkisini derecelendiriniz.               (1: Hiçbir zaman,5: Her zaman) >> Dijital platformları kullanma","F-3. Gelir durumunuzun aşağıdaki göstergeler üzerinde etkisini derecelendiriniz.               (1: Hiçbir zaman,5: Her zaman) >> Eğitim araç/gereçlerini edinme"
"Dec 13, 2022",Kadın,21,ankara yıldırım beyazıt üniversitesi,3.12,Tıp Fakültesi,4.Sınıf,Baba,Emekli,ANK,Hayır,1501-2000,Özel Yurt,2,2500 - 2999,Burs alıyorum.,Devlet bursu,5,3,1,1,1,2,4,4,3,2,3,3,4,3,3,3,2,1 - 500,Toplu taşıma,1-499,Hayır,,Hayır,,"Açık kitap
Fotokopi",Hayır,Açık hava,0-249,Evet,"Sinema
Tiyatro",3,0-249,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)
Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",0-49,500 - 749,4,3,1,1,1,1,3,Hayır,,,,Hayır,,4,3,1,1,1,2,2,1
"Dec 13, 2022",Kadın,21,Middle East Technical University,2.51,Mühendislik Fakültesi,3. Sınıf,"Baba
Kendi",Özel sektör,ANK,Evet,4001-4500,Devlet Yurdu,4,0,Her ikisini de alıyorum,Vakıf bursu,3,2,4,1,1,2,5,4,3,3,1,4,3,1,2,3,3,2001 - 2500,Okul içi ücretsiz taşıt (Ring),0,Evet,1000 - 1249,Evet,250 - 499,Fotokopi,Evet,Spor salonu,0-249,Evet,"Tiyatro
Opera - Bale
Konser",2,250 - 499,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)",100 - 149,750 - 999,5,4,1,1,1,1,3,Evet,4,3000- 3499,Hayır,Hayır,,5,5,1,2,2,5,5,1
"Dec 13, 2022",Kadın,21,Orta Doğu Teknik Üniversitesi,3.8,Mühendislik Fakültesi,3. Sınıf,Baba,Emekli,KOC,Hayır,4501-5000,Devlet Yurdu,4,0,Burs alıyorum.,"Devlet bursu
Vakıf bursu",3,4,1,1,1,2,4,4,2,3,3,2,4,3,3,4,3,1501 - 2000,"Toplu taşıma
Yürüme
Okul içi ücretsiz taşıt (Ring)",1-499,Hayır,,Hayır,,Fotokopi,Evet,Spor salonu,0-249,Evet,"Sinema
Tiyatro
Konser",1,0-249,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)",0-49,0-249,3,4,2,1,2,1,2,Hayır,,,,Hayır,,3,3,1,1,1,2,2,1
"Dec 13, 2022",Erkek,23,Gaziantep Üniversitesi,1.67,Mühendislik Fakültesi,2. Sınıf,Baba,İşçi,GAZ,Hayır,1501-2000,Öğrenci Evi,2,4000 - 4499,KYK kredisi alıyorum,,3,2,5,1,5,1,5,5,3,2,1,3,1,4,1,1,1,1501 - 2000,Toplu taşıma,500 - 999,Evet,750 - 999,Evet,0-249,"Korsan kitap
Fotokopi",Hayır,,,Evet,Konser,1,250 - 499,"Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",,250 - 499,5,5,5,2,5,5,5,Evet,1,2000 - 2499,Hayır,Evet,3,3,2,3,5,2,3,5,2
"Dec 13, 2022",Kadın,20,Hacettepe üniversitesi,1.75,Fen-Edebiyat Fakültesi,2. Sınıf,"Anne
Baba",Kamu,MAL,Hayır,1501-2000,Devlet Yurdu,4,500 - 999,KYK kredisi alıyorum,,3,2,4,1,1,2,4,4,4,4,3,3,4,2,2,3,3,501 - 1000,Yürüme,1-499,Hayır,,Evet,0-249,Fotokopi,Hayır,,,Evet,"Sinema
Tiyatro
Opera - Bale
Konser",2,0-249,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)",0-49,0-249,4,1,1,3,2,1,3,Evet,1,1000 - 1499,Hayır,Hayır,,4,4,3,4,4,5,5,5
"Dec 13, 2022",Erkek,23,Gazi Üniversitesi,3.22,Eğitim Fakültesi,4.Sınıf,"Anne
Baba",Kamu,ADA,Hayır,5001-5500,Öğrenci Evi,3,1000 - 1499,Her ikisini de almıyorum.,,4,3,3,2,4,2,4,4,3,5,2,2,3,2,2,2,3,1501 - 2000,"Toplu taşıma
Yürüme",1-499,Evet,750 - 999,Evet,250 - 499,"Orijinal kitap
Korsan kitap
Açık kitap
2. el kitap
Fotokopi",Hayır,,,Evet,"Sinema
Konser
Spor müsabakaları",2,250 - 499,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)
Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",100 - 149,1000 - 1249,3,3,2,1,3,2,3,Evet,1,2000 - 2499,Hayır,Hayır,,5,5,5,5,5,5,3,3
"Dec 13, 2022",Belirtmek İstemiyorum,24,Hacettepe üniversitesi,2.22,Mühendislik Fakültesi,3. Sınıf,Baba,Emekli,MER,Hayır,3001-3500,Devlet Yurdu,6,1 - 499,KYK kredisi alıyorum,,5,3,1,1,5,2,2,4,2,2,2,4,3,3,2,2,3,1001 - 1500,"Toplu taşıma
Yürüme",1-499,Evet,500 - 749,Hayır,,"Korsan kitap
Açık kitap
2. el kitap
Fotokopi",Hayır,,,Evet,Sinema,1,0-249,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)
Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",0-49,750 - 999,4,4,4,3,4,3,3,Evet,2,1500 - 1999,Hayır,Evet,1,5,5,3,4,4,5,5,3
"Dec 13, 2022",Erkek,26,Gazi Üniversitesi,2.31,Fen-Edebiyat Fakültesi,4.Sınıf,"Baba
Kendi",Emekli,BOL,Evet,3001-3500,Öğrenci Evi,6,1000 - 1499,Burs alıyorum.,"Devlet bursu
Dernek Bursu",5,3,3,3,4,3,4,4,2,2,3,3,2,2,2,2,5,501 - 1000,"Toplu taşıma
Yürüme",1-499,Hayır,,Evet,0-249,"Korsan kitap
Açık kitap
2. el kitap
Fotokopi",Hayır,,,Hayır,,,,"Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",,0-249,2,2,4,4,4,4,2,Evet,2,1000 - 1499,Hayır,Evet,4,5,5,4,5,5,5,3,3
"Dec 13, 2022",Kadın,24,Atılım üniversitesi,2.47,Hukuk Fakültesi,4.Sınıf,"Baba
Kardeşler",Kamu,AYI,Hayır,5501-6000,Öğrenci Evi,2,2000 - 2499,KYK kredisi alıyorum,,2,4,4,1,2,3,2,3,3,3,3,4,3,4,3,3,2,1501 - 2000,"Toplu taşıma
Taksi
Okul içi ücretsiz taşıt (Ring)",500 - 999,Hayır,,Hayır,,"Orijinal kitap
Açık kitap
2. el kitap
Fotokopi",Evet,Havuz,0-249,Evet,Konser,2,500 - 749,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)
Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",50 - 99,500 - 749,3,3,2,2,2,2,3,Evet,1,1000 - 1499,Hayır,Evet,2,4,4,4,1,4,4,4,4
"Dec 13, 2022",Kadın,23,Atılım üniversitesi,3,Hukuk Fakültesi,4.Sınıf,Baba,Özel sektör,AKS,Hayır,8500+,Kendi Evi,1,4000 - 4499,Her ikisini de almıyorum.,,4,5,5,1,2,4,4,4,4,4,2,3,4,4,3,3,2,2001 - 2500,Özel vasıta,1000 - 1499,Evet,1000 - 1249,Evet,750 - 999,"Orijinal kitap
Açık kitap
Fotokopi",Evet,Spor salonu,1000 - 1249,Evet,"Sinema
Konser
Spor müsabakaları",4,1250 - 1499,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)",100 - 149,1250 - 1499,5,5,1,1,3,2,3,Evet,1,3500 - 3999,Evet,Hayır,,5,5,5,5,5,5,5,5
"Dec 13, 2022",Erkek,20,Hacettepe üniversitesi,2.91,İktisadi ve İdari Bilimler Fakültesi,2. Sınıf,"Anne
Kendi",İşçi,ADA,Hayır,2501-3000,Devlet Yurdu,6,1 - 499,Burs alıyorum.,Devlet bursu,5,2,2,2,5,2,4,3,3,2,3,3,2,2,2,2,5,1001 - 1500,"Toplu taşıma
Yürüme",1-499,Hayır,,Hayır,,"Korsan kitap
Açık kitap
2. el kitap
Fotokopi",Hayır,,,Hayır,,,,"Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",,250 - 499,5,2,5,5,5,5,3,Evet,3,1500 - 1999,Hayır,Evet,4,5,5,3,1,5,5,5,5
"Dec 13, 2022",Kadın,22,Hacettepe üniversitesi,2.86,İktisadi ve İdari Bilimler Fakültesi,3. Sınıf,"Anne
Baba
Kardeşler",Kamu,OSM,Hayır,5501-6000,Öğrenci Evi,3,1000 - 1499,Her ikisini de almıyorum.,,4,4,5,1,4,2,4,5,2,3,3,3,3,3,3,3,3,1501 - 2000,Toplu taşıma,1-499,Evet,1000 - 1249,Evet,250 - 499,"Korsan kitap
Açık kitap
2. el kitap
Fotokopi",Hayır,,,Evet,"Sinema
Tiyatro
Konser
Konferans
Sempozyum
Yarışmalar
Spor müsabakaları",3,750 - 999,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)
Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",100 - 149,1000 - 1249,5,5,4,4,4,4,4,Evet,1,1500 - 1999,Evet,Hayır,,4,4,4,4,4,5,4,4
"Dec 13, 2022",Erkek,24,Gazi Üniversitesi,2.12,Hukuk Fakültesi,3. Sınıf,"Baba
Kendi
Akrabalar",İşçi,OSM,Evet,5001-5500,Devlet Yurdu,4,1 - 499,Burs alıyorum.,"Devlet bursu
Dernek Bursu",5,2,1,4,5,2,5,3,3,3,4,2,3,3,3,3,4,1001 - 1500,"Toplu taşıma
Yürüme",1-499,Hayır,,Hayır,,"Açık kitap
2. el kitap
Fotokopi",Hayır,,,Hayır,,,,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)
Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",50 - 99,500 - 749,5,5,2,1,1,1,3,Evet,1,1000 - 1499,Hayır,Evet,3,4,4,2,1,4,4,4,4
"Dec 13, 2022",Erkek,23,Manisa Celal Bayar Üniversitesi,2.71,Teknoloji Fakültesi,4.Sınıf,"Baba
Kendi",Emekli,IZM,Evet,3501-4000,Öğrenci Evi,1,2500 - 2999,KYK kredisi alıyorum,,1,3,3,1,1,1,4,3,3,2,1,1,1,1,1,1,5,2501 - 3000,Toplu taşıma,1-499,Evet,500 - 749,Evet,0-249,web,Hayır,,,Hayır,,,,"Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",,500 - 749,3,3,1,1,1,2,2,Evet,3,3000- 3499,Hayır,Evet,1,5,5,3,3,1,1,2,2
"Dec 13, 2022",Erkek,20,Hacettepe,3,Fen-Edebiyat Fakültesi,1. Sınıf,"Anne
Baba",Emekli,MER,Hayır,1001-1500,Devlet Yurdu,6,2500 - 2999,Her ikisini de almıyorum.,,1,4,1,1,4,2,3,3,4,2,3,2,3,3,3,2,4,501 - 1000,"Toplu taşıma
Yürüme",1-499,Hayır,,Hayır,,"Orijinal kitap
2. el kitap",Hayır,,,Hayır,,,,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)",0-49,1000 - 1249,3,4,4,1,3,4,3,Hayır,,,,Hayır,2,5,5,5,1,5,5,5,5
"Dec 13, 2022",Kadın,21,Çukurova üniversitesi,2.5,Eğitim Fakültesi,2. Sınıf,Kendi,İşçi,ADA,Hayır,1001-1500,Devlet Yurdu,3,1 - 499,Her ikisini de almıyorum.,,5,2,1,1,5,1,5,2,1,1,1,1,1,1,2,2,5,1 - 500,Toplu taşıma,1-499,Hayır,,Hayır,,Fotokopi,Hayır,,,Hayır,,,,"Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",,0-249,3,1,5,1,1,1,5,Hayır,,,,Hayır,,1,1,5,1,1,2,5,2
"Dec 13, 2022",Erkek,22,Gazi Üniversitesi,3.34,Eğitim Fakültesi,4.Sınıf,"Baba
Kardeşler",Özel sektör,OSM,Hayır,2001-2500,Öğrenci Evi,3,1500 - 1999,Burs alıyorum.,Devlet bursu,5,4,1,1,5,1,5,5,1,1,3,2,3,2,1,2,5,501 - 1000,"Toplu taşıma
Yürüme",1-499,Hayır,,Evet,0-249,Fotokopi,Hayır,,,Evet,Konser,1,0-249,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)",50 - 99,500 - 749,5,4,1,1,1,1,4,Evet,1,0-499,Evet,Hayır,,3,3,3,3,3,3,3,3
"Dec 13, 2022",Erkek,21,Ankara Medipol Üniversitesi,3.48,İktisadi ve İdari Bilimler Fakültesi,1. Sınıf,Anne,Özel sektör,ANK,Evet,5501-6000,Öğrenci Evi,3,6000+,Her ikisini de almıyorum.,,1,5,5,1,1,1,5,5,1,1,1,1,5,1,1,1,5,6000+,Toplu taşıma,4500 - 4999,Evet,1500+,Evet,2500+,"Korsan kitap
Fotokopi",Hayır,,,Hayır,,,,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)
Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",100 - 149,3000+,5,5,1,1,1,1,1,Hayır,,,,Evet,5,3,3,5,3,1,1,5,1
"Dec 13, 2022",Erkek,23,Selçuk Üniversitesi,2.97,Mühendislik Fakültesi,1. Sınıf,"Anne
Baba",Emekli,KON,Hayır,1501-2000,Öğrenci Evi,4,500 - 999,Her ikisini de almıyorum.,,1,2,4,1,1,3,4,2,1,2,2,1,3,3,3,3,4,1001 - 1500,Yürüme,0,Hayır,,Hayır,,Orijinal kitap,Hayır,,,Hayır,,,,"Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",,0-249,5,2,1,1,2,1,4,Hayır,1,,,Hayır,,2,3,1,1,5,2,3,1
"Dec 13, 2022",Erkek,20,GAZİANTEP ÜNİVERSİTEİSİ,2.8,İktisadi ve İdari Bilimler Fakültesi,2. Sınıf,"Anne
Baba",Özel sektör,OSM,Hayır,3501-4000,Özel Yurt,4,2000 - 2499,Her ikisini de almıyorum.,,2,5,1,1,1,5,2,4,2,5,5,5,5,3,5,5,4,1001 - 1500,Özel vasıta,500 - 999,Hayır,,Hayır,,Açık kitap,Hayır,,,Hayır,Sinema,1,,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)",50 - 99,0-249,5,5,1,1,1,1,1,Evet,2,1500 - 1999,Evet,Hayır,,5,5,5,1,1,5,5,5
"Dec 13, 2022",Erkek,24,Gaziantep Üniversitesi,2.11,Mühendislik Fakültesi,3. Sınıf,"Anne
Baba",Özel sektör,KON,Hayır,1001-1500,Devlet Yurdu,4,1 - 499,Her ikisini de almıyorum.,,2,4,1,1,1,1,5,2,3,3,2,2,2,1,1,1,3,501 - 1000,Yürüme,1-499,Hayır,,Hayır,,Fotokopi,Evet,Açık hava,0-249,Hayır,,,,"Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",,250 - 499,1,3,4,2,2,2,1,Hayır,,,,Evet,4,5,5,5,4,5,5,5,5
"Dec 13, 2022",Erkek,25,Gaziantep üniversitesi,1.8,Mühendislik Fakültesi,1. Sınıf,"Anne
Baba",Emekli,OSM,Hayır,1001-1500,Kendi Evi,1,4000 - 4499,Her ikisini de almıyorum.,,3,3,4,2,1,2,3,3,2,2,2,2,4,4,2,2,4,1501 - 2000,Yürüme,0,Hayır,,Hayır,,Fotokopi,Hayır,,,Evet,"Tiyatro
Konser",1,0-249,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)",0-49,0-249,5,1,1,1,1,1,1,Evet,3,500 - 999,Evet,Evet,2,4,4,4,4,5,5,5,5
"Dec 13, 2022",Erkek,22,Gazi Üniversitesi,3.54,Eğitim Fakültesi,4.Sınıf,"Anne
Baba
Kendi",Özel sektör,ANT,Hayır,0-500,Devlet Yurdu,4,1 - 499,KYK kredisi alıyorum,,5,5,2,2,4,3,3,5,4,2,3,2,4,3,3,3,2,1001 - 1500,"Toplu taşıma
Yürüme",1-499,Hayır,,Hayır,,"Orijinal kitap
Korsan kitap
Fotokopi",Hayır,,,Evet,"Sinema
Spor müsabakaları",2,0-249,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)
Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",0-49,250 - 499,4,5,2,2,2,2,3,Evet,1,0-499,Hayır,Hayır,,5,5,5,1,2,3,4,4
"Dec 13, 2022",Erkek,21,Gazi Üniversitesi,3.54,Eğitim Fakültesi,4.Sınıf,"Anne
Kendi",Özel sektör,ANT,Evet,8500+,Öğrenci Evi,2,1500 - 1999,Her ikisini de almıyorum.,,2,5,1,5,3,2,3,5,3,3,3,3,4,4,4,4,2,1501 - 2000,"Toplu taşıma
Taksi",500 - 999,Evet,750 - 999,Hayır,,"Orijinal kitap
2. el kitap
Fotokopi",Hayır,,,Evet,"Sinema
Tiyatro
Konser
Konferans
Sempozyum
Sergi - Galeri
Yarışmalar
Spor müsabakaları",3,500 - 749,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)
Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",50 - 99,1000 - 1249,1,4,1,1,5,2,2,Evet,2,3000- 3499,Evet,Hayır,,4,4,4,1,2,5,4,4
"Dec 13, 2022",Erkek,20,Hacettepe Üniversitesi,0,Fen-Edebiyat Fakültesi,Hazırlık,"Anne
Baba
Kendi",Emekli,ANK,Evet,8500+,Devlet Yurdu,6,1 - 499,Her ikisini de almıyorum.,,1,3,2,1,1,2,2,4,3,3,1,2,2,2,1,2,5,2001 - 2500,"Özel vasıta
Toplu taşıma
Okul içi ücretsiz taşıt (Ring)",500 - 999,Evet,1000 - 1249,Evet,250 - 499,Orijinal kitap,Hayır,,,Hayır,,,,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)",100 - 149,1250 - 1499,4,3,1,1,1,1,5,Evet,2,4000 - 4499,Hayır,Evet,1,3,4,3,4,2,1,4,3
"Dec 13, 2022",Kadın,21,Hacettepe Üniversitesi,1.6,Fen-Edebiyat Fakültesi,3. Sınıf,"Baba
Kendi",Kamu,ANK,Hayır,1501-2000,Devlet Yurdu,2,1500 - 1999,KYK kredisi alıyorum,,1,4,3,2,1,2,4,1,1,3,3,2,2,2,2,1,5,1001 - 1500,"Toplu taşıma
Yürüme
Okul içi ücretsiz taşıt (Ring)",1-499,Evet,250 - 499,Evet,0-249,"2. el kitap
Fotokopi
Pdf",Evet,Açık hava,0-249,Evet,"Sinema
Konser
Sergi - Galeri",1,0-249,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)
Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",0-49,0-249,5,1,2,2,4,3,5,Evet,2,1500 - 1999,Hayır,Evet,1,5,5,5,4,5,5,4,5
"Dec 13, 2022",Kadın,23,Gazi Üniversitesi,2.87,Tıp Fakültesi,6. Sınıf,Anne,Özel sektör,ANK,Hayır,5001-5500,Aile Evi,4,0,KYK kredisi alıyorum,,5,3,5,5,3,3,3,3,4,4,4,4,5,5,4,4,1,0,"Özel vasıta
Toplu taşıma",1-499,Hayır,,Evet,0-249,"Korsan kitap
Açık kitap
2. el kitap
Fotokopi",Evet,"Spor salonu
Havuz",750 - 999,Evet,"Sinema
Opera - Bale
Konser
Konferans
Sempozyum
Spor müsabakaları",4,1000 - 1249,"Ücretli siteler(Netflix, Disney+, Exxen, Spotify, Youtube Premium vb.)
Korsan siteler(Dizipal, Dizibox, Dizigom vb.)",50 - 99,1000 - 1249,5,4,4,1,4,2,5,Hayır,,,,Hayır,,4,4,5,3,5,5,5,5
